f_has_spouse_features-word_between=widower	3.87792
f_has_spouse_features-word_between=D-N.Y.	3.49857
f_has_spouse_features-word_between=widow	3.25598
f_has_spouse_features-word_between=wife	3.16535
f_has_spouse_features-word_between=actress	3.12584
f_has_spouse_features-word_between=spouse	2.80266
f_has_spouse_features-word_between=may	2.79003
f_has_spouse_features-word_between=created	2.75825
f_has_spouse_features-num_words_between=1	2.6306
f_has_spouse_features-word_between=Sen.	2.54921
f_has_spouse_features-word_between=aka	2.4706
f_has_spouse_features-word_between=interviews	2.46776
f_has_spouse_features-word_between=Chelsea	2.42926
f_has_spouse_features-num_words_between=11	2.30797
f_has_spouse_features-word_between=Sens.	2.27296
f_has_spouse_features-word_between=married	2.26591
f_has_spouse_features-word_between=bus	2.22469
f_has_spouse_features-word_between=20	2.22198
f_has_spouse_features-word_between=cases	2.19926
f_has_spouse_features-word_between=Piven	2.19339
f_has_spouse_features-num_words_between=9	2.18953
f_has_spouse_features-word_between=state	2.16219
f_has_spouse_features-word_between=Linney	2.10919
f_has_spouse_features-word_between=US	2.06971
f_has_spouse_features-num_words_between=3	2.04722
f_has_spouse_features-word_between=girls	2.01913
f_has_spouse_features-word_between=dating	2.01567
f_has_spouse_features-word_between=man	2.01237
f_has_spouse_features-word_between=once	1.98853
f_has_spouse_features-word_between=fiancee	1.96418
f_has_spouse_features-num_words_between=27	1.9472
f_has_spouse_features-word_between=loved	1.94618
f_has_spouse_features-word_between=viewed	1.92633
f_has_spouse_features-word_between=barely	1.92608
f_has_spouse_features-word_between=accompanied	1.92001
f_has_spouse_features-word_between=going	1.87947
f_has_spouse_features-word_between=new	1.8791
f_has_spouse_features-word_between=told	1.87366
f_has_spouse_features-word_between=Schroeder	1.86406
f_has_spouse_features-word_between=Carly	1.86406
f_has_spouse_features-num_words_between=17	1.83189
f_has_spouse_features-word_between=second-oldest	1.81216
f_has_spouse_features-word_between=senator	1.80335
f_has_spouse_features-word_between=D-Calif.	1.79354
f_has_spouse_features-word_between=Robinson	1.78238
f_has_spouse_features-word_between=Virginia	1.75736
f_has_spouse_features-word_between=slain	1.75047
f_has_spouse_features-num_words_between=5	1.74455
f_has_spouse_features-word_between=star	1.71757
f_has_spouse_features-word_between=no	1.71224
f_has_spouse_features-word_between=lady	1.7104
f_has_spouse_features-num_words_between=6	1.70449
f_has_spouse_features-word_between=Clapton	1.68664
f_has_spouse_features-word_between=black	1.68193
f_has_spouse_features-word_between=neutral	1.67126
f_has_spouse_features-word_between=coincidence	1.65109
f_has_spouse_features-word_between=ways	1.64673
f_has_spouse_features-word_between=Burton	1.64597
f_has_spouse_features-num_words_between=4	1.63922
f_has_spouse_features-word_between=dispatched	1.63849
f_has_spouse_features-num_words_between=16	1.63049
f_has_spouse_features-word_between=romance	1.62888
f_has_spouse_features-word_between=endorsement	1.62619
f_has_spouse_features-word_between=-RRB-	1.61301
f_has_spouse_features-word_between=next	1.61291
f_has_spouse_features-word_between=older	1.6043
f_has_spouse_features-word_between=district	1.60198
f_has_spouse_features-word_between=touring	1.59938
f_has_spouse_features-word_between=rural	1.59938
f_has_spouse_features-word_between=salary	1.58768
f_has_spouse_features-word_between=125,000	1.58768
f_has_spouse_features-num_words_between=12	1.58718
f_has_spouse_features-word_between=faced	1.57628
f_has_spouse_features-word_between=relaxed	1.55369
f_has_spouse_features-word_between=Professional	1.55048
f_has_spouse_features-word_between=Dynamic	1.55048
f_has_spouse_features-word_between=Wife	1.55048
f_has_spouse_features-word_between=seeking	1.53921
f_has_spouse_features-word_between=role	1.53589
f_has_spouse_features-word_between=500	1.5251
f_has_spouse_features-word_between=model-turned-singer	1.52363
f_has_spouse_features-word_between=tradition	1.51353
f_has_spouse_features-word_between=indicate	1.51078
f_has_spouse_features-word_between=release	1.50658
f_has_spouse_features-word_between=GOP	1.497
f_has_spouse_features-word_between=McDonald	1.48015
f_has_spouse_features-word_between=depression	1.4788
f_has_spouse_features-word_between=laid	1.47554
f_has_spouse_features-word_between=strategy	1.47554
f_has_spouse_features-word_between=try	1.47489
f_has_spouse_features-word_between=she	1.47111
f_has_spouse_features-word_between=concluded	1.4681
f_has_spouse_features-word_between=Woolf	1.46106
f_has_spouse_features-word_between=earlier	1.45721
f_has_spouse_features-word_between=away	1.45244
f_has_spouse_features-word_between=future	1.44993
f_has_spouse_features-word_between=looking	1.44041
f_has_spouse_features-word_between=question	1.43937
f_has_spouse_features-word_between=Andrew	1.435
f_has_spouse_features-word_between=deploying	1.4315
