IS_INVERTED	142670
INV_STARTS_WITH_CAPITAL_[True_True]	142482
STARTS_WITH_CAPITAL_[True_True]	142482
INV_W_NER_L_1_R_1_[O]_[O]	133569
W_NER_L_1_R_1_[O]_[O]	133569
INV_NGRAM_1_[,]	112532
NGRAM_1_[,]	112532
INV_W_NER_L_2_R_1_[O O]_[O]	71560
W_NER_L_2_R_1_[O O]_[O]	71560
INV_W_NER_L_1_R_2_[O]_[O O]	63443
W_NER_L_1_R_2_[O]_[O O]	63443
BETW_L_[dep dep]	58090
INV_BETW_L_[dep dep]	58090
W_NER_L_3_R_1_[O O O]_[O]	54769
INV_W_NER_L_3_R_1_[O O O]_[O]	54769
NGRAM_1_[and]	52288
INV_NGRAM_1_[and]	52288
INV_BETW_[dep . dep]	48875
BETW_D_[dep . dep]	48875
INV_BETW_D_[dep . dep]	48875
BETW_[dep . dep]	48875
INV_W_NER_L_2_R_1_[PERSON O]_[O]	48470
W_NER_L_2_R_1_[PERSON O]_[O]	48470
W_NER_L_1_R_2_[O]_[O PERSON]	46614
INV_W_NER_L_1_R_2_[O]_[O PERSON]	46614
INV_W_NER_L_1_R_3_[O]_[O O O]	46105
W_NER_L_1_R_3_[O]_[O O O]	46105
LENGTHS_[2_2]	45861
INV_LENGTHS_[2_2]	45861
INV_W_NER_L_3_R_1_[PERSON PERSON O]_[O]	43227
W_NER_L_3_R_1_[PERSON PERSON O]_[O]	43227
W_NER_L_2_R_2_[O O]_[O O]	43086
INV_W_NER_L_2_R_2_[O O]_[O O]	43086
W_NER_L_1_R_3_[O]_[O PERSON PERSON]	41943
INV_W_NER_L_1_R_3_[O]_[O PERSON PERSON]	41943
INV_W_NER_L_3_R_2_[O O O]_[O O]	34236
W_NER_L_3_R_2_[O O O]_[O O]	34236
INV_NGRAM_1_[-lrb-]	33830
NGRAM_1_[-lrb-]	33830
INV_NGRAM_1_[-rrb-]	32357
NGRAM_1_[-rrb-]	32357
W_NER_L_2_R_3_[O O]_[O O O]	32173
INV_W_NER_L_2_R_3_[O O]_[O O O]	32173
NGRAM_1_[the]	29087
INV_NGRAM_1_[the]	29087
INV_W_NER_L_3_R_3_[O O O]_[O O O]	27170
W_NER_L_3_R_3_[O O O]_[O O O]	27170
INV_NGRAM_2_[-rrb- ,]	26870
NGRAM_2_[-rrb- ,]	26870
W_NER_L_2_R_2_[PERSON O]_[O PERSON]	26746
INV_W_NER_L_2_R_2_[PERSON O]_[O PERSON]	26746
W_LEMMA_L_1_R_1_[,]_[,]	25792
INV_W_LEMMA_L_1_R_1_[,]_[,]	25792
INV_W_NER_L_2_R_3_[PERSON O]_[O PERSON PERSON]	24991
W_NER_L_2_R_3_[PERSON O]_[O PERSON PERSON]	24991
INV_W_NER_L_3_R_2_[PERSON PERSON O]_[O PERSON]	24971
W_NER_L_3_R_2_[PERSON PERSON O]_[O PERSON]	24971
W_NER_L_3_R_3_[PERSON PERSON O]_[O PERSON PERSON]	24066
INV_W_NER_L_3_R_3_[PERSON PERSON O]_[O PERSON PERSON]	24066
INV_NGRAM_1_[of]	23767
NGRAM_1_[of]	23767
INV_KW_IND_[non_married]	21411
KW_IND_[non_married]	21411
KW_IND_[married]	17975
INV_KW_IND_[married]	17975
INV_NER_SEQ_[O]	16970
NER_SEQ_[O]	16970
INV_NGRAM_1_[;]	16787
NGRAM_1_[;]	16787
W_NER_L_2_R_2_[O O]_[O PERSON]	16092
INV_W_NER_L_2_R_2_[O O]_[O PERSON]	16092
INV_NGRAM_1_[a]	15962
NGRAM_1_[a]	15962
INV_NGRAM_1_[be]	15699
NGRAM_1_[be]	15699
LENGTHS_[2_3]	14822
INV_LENGTHS_[3_2]	14822
NGRAM_1_['s]	14721
INV_NGRAM_1_['s]	14721
INV_LENGTHS_[2_3]	14543
LENGTHS_[3_2]	14543
INV_W_NER_L_2_R_3_[O O]_[O PERSON PERSON]	13489
W_NER_L_2_R_3_[O O]_[O PERSON PERSON]	13489
INV_W_NER_L_2_R_2_[PERSON O]_[O O]	13304
W_NER_L_2_R_2_[PERSON O]_[O O]	13304
INV_NGRAM_1_[to]	13210
NGRAM_1_[to]	13210
INV_LENGTHS_[2_1]	12820
LENGTHS_[1_2]	12820
INV_NGRAM_1_['']	12078
NGRAM_1_['']	12078
LENGTHS_[2_1]	12019
INV_LENGTHS_[1_2]	12019
NGRAM_1_[``]	11713
INV_NGRAM_1_[``]	11713
INV_W_NER_L_3_R_2_[O O O]_[O PERSON]	11333
W_NER_L_3_R_2_[O O O]_[O PERSON]	11333
NGRAM_1_[in]	11107
INV_NGRAM_1_[in]	11107
INV_W_NER_L_3_R_2_[PERSON PERSON O]_[O O]	10846
