f_has_spouse_features-INV_LENGTHS_[7_7]	-2.70585
f_has_spouse_features-LENGTHS_[7_7]	-2.66372
f_has_spouse_features-INV_LENGTHS_[6_6]	-2.62587
f_has_spouse_features-LENGTHS_[6_6]	-2.48614
f_has_spouse_features-LENGTHS_[9_10]	-2.36207
f_has_spouse_features-INV_LENGTHS_[10_4]	-2.35916
f_has_spouse_features-INV_LENGTHS_[5_5]	-2.28542
f_has_spouse_features-LENGTHS_[5_5]	-2.14726
f_has_spouse_features-INV_LENGTHS_[7_12]	-2.0979
f_has_spouse_features-INV_LENGTHS_[10_9]	-2.02264
f_has_spouse_features-LENGTHS_[12_7]	-1.98804
f_has_spouse_features-LENGTHS_[4_10]	-1.93901
f_has_spouse_features-LENGTHS_[15_22]	-1.76815
f_has_spouse_features-INV_LENGTHS_[22_15]	-1.65356
f_has_spouse_features-LENGTHS_[7_12]	-1.62781
f_has_spouse_features-INV_LENGTHS_[12_7]	-1.61565
f_has_spouse_features-LEMMA_L_2_R_1_[go by]_[.]	-1.57692
f_has_spouse_features-LEMMA_L_3_R_1_[also go by]_[.]	-1.57692
f_has_spouse_features-INV_LEMMA_L_3_R_1_[also go by]_[.]	-1.55554
f_has_spouse_features-INV_LEMMA_L_2_R_1_[go by]_[.]	-1.55554
f_has_spouse_features-INV_LENGTHS_[6_12]	-1.51322
f_has_spouse_features-INV_LENGTHS_[4_4]	-1.47585
f_has_spouse_features-LENGTHS_[12_6]	-1.46188
f_has_spouse_features-LENGTHS_[12_5]	-1.4053
f_has_spouse_features-INV_NGRAM_1_[;]	-1.40449
f_has_spouse_features-INV_LENGTHS_[5_12]	-1.2971
f_has_spouse_features-INV_NGRAM_1_[daughter]	-1.27498
f_has_spouse_features-LENGTHS_[11_6]	-1.27313
f_has_spouse_features-LENGTHS_[4_4]	-1.25419
f_has_spouse_features-INV_LENGTHS_[12_5]	-1.25319
f_has_spouse_features-LENGTHS_[5_12]	-1.24714
f_has_spouse_features-INV_LEMMA_L_1_R_1_[by]_[.]	-1.22541
f_has_spouse_features-LENGTHS_[15_7]	-1.20107
f_has_spouse_features-LEMMA_L_1_R_1_[President]_[.]	-1.18092
f_has_spouse_features-INV_LEMMA_L_1_R_1_[Mrs.]_[,]	-1.17034
f_has_spouse_features-LEMMA_L_1_R_1_[Mrs.]_[,]	-1.16198
f_has_spouse_features-INV_LEMMA_L_3_R_1_[Bush . President]_[.]	-1.14829
f_has_spouse_features-INV_LEMMA_L_2_R_1_[. President]_[.]	-1.14829
f_has_spouse_features-INV_LENGTHS_[11_14]	-1.14633
f_has_spouse_features-INV_NER_L_2_R_2_[O O]_[O O]	-1.13902
f_has_spouse_features-NGRAM_1_[:]	-1.13159
f_has_spouse_features-NGRAM_1_[mother]	-1.11381
f_has_spouse_features-INV_LENGTHS_[8_8]	-1.10662
